ID,medv
3,30.534190943859073
6,25.180605933063628
8,17.852813063961275
9,8.998798580925627
10,17.52876698125765
18,16.60659219093112
20,18.512679058630116
25,15.118070124271092
26,13.737155559545222
27,15.214273038938689
29,19.25536088727295
30,20.735956336638715
33,8.733484008140508
34,13.962823044068795
36,23.77859503931856
37,22.354914448388737
38,23.188299675362757
42,28.157891000699053
49,6.7102607293210355
53,27.45309214886555
60,20.93233357297838
63,23.885340046181728
70,20.488467494422267
72,21.816672752883694
79,20.83545140282105
80,22.384962559989123
83,26.03511256675511
92,27.18392221041304
93,29.091294014383948
96,28.80365335579306
98,35.48399269366111
99,35.05481459329976
100,31.933350924693077
105,21.33824539890324
106,18.114391588908678
111,20.52742196672238
113,20.019343914982134
114,19.798699354495334
116,20.18375004610825
126,22.662287250386175
130,13.842036938608047
131,20.186610153954724
133,20.444827954404378
136,17.031216391328385
141,12.80120983787489
144,10.720604898173239
145,7.143064736946684
147,17.383756542794565
152,18.61520211624477
153,22.008212970309657
156,23.872887715831297
158,33.6609274630386
163,42.148461888208345
169,26.92381899111535
185,22.171543596184183
186,24.242766665158882
189,32.28600250869695
196,40.402378643405086
197,35.21886259535276
199,33.58952063489295
200,29.694151272548012
203,36.58370099622672
208,17.03219095330678
210,17.07669384731072
211,22.940020084127482
213,23.571153795560143
216,24.49566001667908
218,28.07191376699862
219,25.351202243571336
220,30.7320034688584
221,34.19562145010836
229,35.749245438948776
232,33.355709741139734
238,32.689973835645446
239,28.31574276484698
240,28.097989707127873
242,22.86910094803359
246,12.218201713299916
248,19.43497912246742
253,24.97214118278242
255,23.398311866065733
256,20.92383607891408
257,37.384027176917385
258,42.716665691543696
259,35.951679366248385
260,34.555193931723025
268,40.10337125981591
270,26.66876841188413
271,21.995261935656888
276,34.070552145112565
277,36.88306711709183
278,36.390207715538466
279,30.338767143465418
281,38.42568266644167
288,26.665089629887444
290,26.490024336117052
292,34.73495080199293
295,23.92480396556649
296,28.19154100354799
299,28.84279165877213
300,31.508573757265594
301,30.009434620592966
308,32.66887473646779
314,25.609147203505785
315,25.286800710119856
320,20.923885262503582
322,25.000099714179967
323,22.986959004842205
324,19.24748513471387
327,23.87490238042938
330,23.99751281081615
332,19.22550499429156
333,23.259033283378496
336,20.7159713678307
338,19.16191617847053
346,15.90093510915101
347,14.146447354092544
351,20.066392848595978
352,20.144232839802218
354,24.964408169970547
355,14.341677086523937
356,16.860562782353128
362,19.530520368036708
364,22.274084617802504
365,39.75925882776678
370,35.281537026439636
376,25.47949162363465
379,15.259527512591252
380,16.4407265952907
381,14.938826561143578
382,18.022490957689616
386,6.984062851325149
389,5.65702689921315
391,17.236919629726536
394,20.341619176527875
396,20.21766673785313
398,16.121947877740247
400,10.28916720858939
403,18.045166178616515
405,7.454863195467141
406,8.39988397904597
407,8.219111798789328
410,21.418507144080852
411,19.953872948520704
412,19.764217946191458
413,3.7947401263802334
417,15.855708687665842
421,20.43477101900698
422,18.93781143822027
423,19.81317351085873
424,16.13431367935292
427,19.97320242358066
431,20.840517714114306
436,15.31198972790208
437,17.818892370619196
439,6.386148145763379
447,18.233020442953347
450,17.721728073991457
451,19.94850053362196
455,18.53749144501024
457,15.998598605105883
471,19.967735977965386
474,25.969976025041085
476,16.11031791980798
483,29.044916322864818
486,22.59902241199792
490,7.761308705069517
495,20.42243332984625
496,16.393092985886785
497,13.103734651085382
499,21.09538496227522
501,20.086876473686054
505,26.605000701003895
